,Datum,RGSCode,RGSName,Geschlecht,Altersgruppe,Berufs4Steller,Berufs4StellerBez,BESTAND,Alter_von,Alter_bis
1321523,2022-12-31,701,Imst,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1321667,2022-12-31,702,Innsbruck,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),2,30,34
1321697,2022-12-31,702,Innsbruck,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1321738,2022-12-31,702,Innsbruck,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),4,40,44
1321785,2022-12-31,702,Innsbruck,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
1321798,2022-12-31,702,Innsbruck,Frauen,60 bis 64 Jahre,B9999,unbestimmt (nur Pst),2,60,64
1321865,2022-12-31,702,Innsbruck,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
1321899,2022-12-31,702,Innsbruck,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),3,25,29
1321950,2022-12-31,702,Innsbruck,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1322111,2022-12-31,705,Kufstein,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
1322121,2022-12-31,705,Kufstein,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1322137,2022-12-31,705,Kufstein,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1322173,2022-12-31,705,Kufstein,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1322196,2022-12-31,705,Kufstein,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1322230,2022-12-31,705,Kufstein,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1322248,2022-12-31,705,Kufstein,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1322288,2022-12-31,705,Kufstein,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1322320,2022-12-31,706,Landeck,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1322362,2022-12-31,706,Landeck,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1322370,2022-12-31,706,Landeck,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1322502,2022-12-31,709,Schwaz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1322512,2022-12-31,709,Schwaz,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1322598,2022-12-31,709,Schwaz,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1322622,2022-12-31,709,Schwaz,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1322666,2022-12-31,801,Bludenz,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1322682,2022-12-31,801,Bludenz,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
1322740,2022-12-31,801,Bludenz,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
1322760,2022-12-31,801,Bludenz,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1322780,2022-12-31,801,Bludenz,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1322795,2022-12-31,801,Bludenz,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1322858,2022-12-31,802,Bregenz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1322881,2022-12-31,802,Bregenz,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1322957,2022-12-31,802,Bregenz,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1322974,2022-12-31,802,Bregenz,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1323078,2022-12-31,802,Bregenz,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1323135,2022-12-31,802,Bregenz,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),2,35,39
1323194,2022-12-31,804,Dornbirn,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1323222,2022-12-31,804,Dornbirn,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),5,20,24
1323367,2022-12-31,804,Dornbirn,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1323402,2022-12-31,804,Dornbirn,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1323448,2022-12-31,804,Dornbirn,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1323473,2022-12-31,804,Dornbirn,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1323515,2022-12-31,805,Feldkirch,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
1323549,2022-12-31,805,Feldkirch,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),9,20,24
1323570,2022-12-31,805,Feldkirch,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),3,25,29
1323611,2022-12-31,805,Feldkirch,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),2,35,39
1323632,2022-12-31,805,Feldkirch,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1323695,2022-12-31,805,Feldkirch,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),9,0,19
1323724,2022-12-31,805,Feldkirch,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),4,20,24
1323749,2022-12-31,805,Feldkirch,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
1323784,2022-12-31,805,Feldkirch,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1323808,2022-12-31,805,Feldkirch,Männer,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1323819,2022-12-31,805,Feldkirch,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
1323895,2022-12-31,958,Wien Johnstraße,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1324137,2022-12-31,958,Wien Johnstraße,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1324481,2022-12-31,959,Wien Hauffgasse,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1324670,2022-12-31,959,Wien Hauffgasse,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1324827,2022-12-31,960,Wien Esteplatz,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1325732,2022-12-31,962,Wien Redergasse,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
